Protein IDs;Majority protein IDs;Peptide counts (all);Peptide counts (razor+unique);Peptide counts (unique);Protein names;Gene names;Fasta headers;Number of proteins;Peptides;Razor + unique peptides;Unique peptides;Peptides AA3672;Peptides AA3710;Peptides AA3715;Peptides AA3864;Peptides AAA00J;Peptides AAA00N;Peptides AAA010;Peptides AAA01R;Peptides AAA022;Peptides AGA002;Peptides AGA02N;Razor + unique peptides AA3672;Razor + unique peptides AA3710;Razor + unique peptides AA3715;Razor + unique peptides AA3864;Razor + unique peptides AAA00J;Razor + unique peptides AAA00N;Razor + unique peptides AAA010;Razor + unique peptides AAA01R;Razor + unique peptides AAA022;Razor + unique peptides AGA002;Razor + unique peptides AGA02N;Unique peptides AA3672;Unique peptides AA3710;Unique peptides AA3715;Unique peptides AA3864;Unique peptides AAA00J;Unique peptides AAA00N;Unique peptides AAA010;Unique peptides AAA01R;Unique peptides AAA022;Unique peptides AGA002;Unique peptides AGA02N;Sequence coverage [%];Unique + razor sequence coverage [%];Unique sequence coverage [%];Mol. weight [kDa];Sequence length;Sequence lengths;Fraction average;Fraction 1;Q-value;Score;Sequence coverage AA3672 [%];Sequence coverage AA3710 [%];Sequence coverage AA3715 [%];Sequence coverage AA3864 [%];Sequence coverage AAA00J [%];Sequence coverage AAA00N [%];Sequence coverage AAA010 [%];Sequence coverage AAA01R [%];Sequence coverage AAA022 [%];Sequence coverage AGA002 [%];Sequence coverage AGA02N [%];Intensity;Intensity AA3672;Intensity AA3710;Intensity AA3715;Intensity AA3864;Intensity AAA00J;Intensity AAA00N;Intensity AAA010;Intensity AAA01R;Intensity AAA022;Intensity AGA002;Intensity AGA02N
Q8TDJ6;Q8TDJ6;1;1;1;DmX-like protein 2;DMXL2;>sp|Q8TDJ6|DMXL2_HUMAN DmX-like protein 2 OS=Homo sapiens GN=DMXL2 PE=1 SV=2;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0.6;0.6;0.6;339.64;3036;3036;1;1;0.001368;3.0673;0.6;0;0;0;0;0;0;0;0;0;0;245310;245310;0;0;0;0;0;0;0;0;0;0
Q8TDN6;Q8TDN6;8;8;8;Ribosome biogenesis protein BRX1 homolog;BRIX1;>sp|Q8TDN6|BRX1_HUMAN Ribosome biogenesis protein BRX1 homolog OS=Homo sapiens GN=BRIX1 PE=1 SV=2;1;8;8;8;3;4;2;4;2;1;1;3;6;2;2;3;4;2;4;2;1;1;3;6;2;2;3;4;2;4;2;1;1;3;6;2;2;33.4;33.4;33.4;41401;353;353;1;40;0;16317;7.6;13.6;5.7;9.6;5.7;3.7;3.7;7.6;25.5;5.7;5.7;26108000;3020100;3850000;204550;6871400;787940;127440;511670;4054900;3670500;1531800;1478000
Q8TDP1;Q8TDP1;3;3;3;Ribonuclease H2 subunit C;RNASEH2C;>sp|Q8TDP1|RNH2C_HUMAN Ribonuclease H2 subunit C OS=Homo sapiens GN=RNASEH2C PE=1 SV=1;1;3;3;3;1;1;0;1;0;1;0;2;1;1;1;1;1;0;1;0;1;0;2;1;1;1;1;1;0;1;0;1;0;2;1;1;1;29.9;29.9;29.9;17.84;164;164;1;9;0;10368;6.1;14.6;0;14.6;0;14.6;0;23.8;14.6;14.6;6.1;5880300;586760;843940;0;1020100;0;136690;0;1427800;76124;1415400;373490
Q8TDW0;Q8TDW0;2;2;2;Volume-regulated anion channel subunit LRRC8C;LRRC8C;>sp|Q8TDW0|LRC8C_HUMAN Volume-regulated anion channel subunit LRRC8C OS=Homo sapiens GN=LRRC8C PE=1 SV=2;1;2;2;2;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;3.2;3.2;3.2;92448;803;803;1;2;0.00081433;3.4971;2.2;0;0;0;0;0;0;0;0;0;1;721420;216950;0;0;0;0;0;0;0;0;0;504470
Q8TDX7;Q8TDX7;4;4;2;Serine/threonine-protein kinase Nek7;NEK7;>sp|Q8TDX7|NEK7_HUMAN Serine/threonine-protein kinase Nek7 OS=Homo sapiens GN=NEK7 PE=1 SV=1;1;4;4;2;0;1;1;1;1;0;0;2;0;0;0;0;1;1;1;1;0;0;2;0;0;0;0;0;1;0;0;0;0;1;0;0;0;19.2;19.2;11.3;34551;302;302;1;6;0.0019294;2.9182;0;5.3;4.6;5.3;5.3;0;0;9.3;0;0;0;3040800;0;887710;56690;1222500;363510;0;0;510380;0;0;0
Q8TDZ2;Q8TDZ2;9;9;9;Protein-methionine sulfoxide oxidase MICAL1;MICAL1;>sp|Q8TDZ2|MICA1_HUMAN Protein-methionine sulfoxide oxidase MICAL1 OS=Homo sapiens GN=MICAL1 PE=1 SV=2;1;9;9;9;1;4;0;3;3;1;4;3;0;2;4;1;4;0;3;3;1;4;3;0;2;4;1;4;0;3;3;1;4;3;0;2;4;11.5;11.5;11.5;117.87;1067;1067;1;25;0;68887;0.9;4.4;0;4.6;3.4;1.3;4.9;3.5;0;2.1;4.7;10727000;60211;1941400;0;1972400;417890;327730;1318800;2229500;0;1016900;1442500
Q8TE67;Q8TE67;15;15;15;Epidermal growth factor receptor kinase substrate 8-like protein 3;EPS8L3;>sp|Q8TE67|ES8L3_HUMAN Epidermal growth factor receptor kinase substrate 8-like protein 3 OS=Homo sapiens GN=EPS8L3 PE=1 SV=2;1;15;15;15;8;7;0;9;4;4;6;13;10;1;3;8;7;0;9;4;4;6;13;10;1;3;8;7;0;9;4;4;6;13;10;1;3;33.7;33.7;33.7;66.86;593;593;1;69;0;66157;19.2;19.1;0;22.1;9.6;13;14.8;31;25.5;3.9;11.3;49802000;6929000;5141800;0;15478000;1561300;1392000;2026600;10374000;3438900;1415900;2045100
Q8TE68;Q8TE68;7;7;7;Epidermal growth factor receptor kinase substrate 8-like protein 1;EPS8L1;>sp|Q8TE68|ES8L1_HUMAN Epidermal growth factor receptor kinase substrate 8-like protein 1 OS=Homo sapiens GN=EPS8L1 PE=1 SV=3;1;7;7;7;0;4;0;2;0;2;0;6;1;3;1;0;4;0;2;0;2;0;6;1;3;1;0;4;0;2;0;2;0;6;1;3;1;12.4;12.4;12.4;80.25;723;723;1;20;0;29734;0;8.7;0;3.3;0;4.3;0;11.3;1.1;5.5;2.1;7995300;0;1775500;0;1112300;0;193840;0;2207700;247940;2309300;148590
Q8TE77;Q8TE77;6;6;6;Protein phosphatase Slingshot homolog 3;SSH3;>sp|Q8TE77|SSH3_HUMAN Protein phosphatase Slingshot homolog 3 OS=Homo sapiens GN=SSH3 PE=1 SV=2;1;6;6;6;0;1;0;2;1;0;0;3;1;1;2;0;1;0;2;1;0;0;3;1;1;2;0;1;0;2;1;0;0;3;1;1;2;12.3;12.3;12.3;72995;659;659;1;11;0;16608;0;3.5;0;3.9;1.4;0;0;5.5;2;3.5;5.5;5527500;0;248820;0;1687300;0;0;0;1666000;194080;502430;1228900
Q8TE96;Q8TE96;2;2;2;ATP-dependent RNA helicase DQX1;DQX1;>sp|Q8TE96|DQX1_HUMAN ATP-dependent RNA helicase DQX1 OS=Homo sapiens GN=DQX1 PE=2 SV=2;1;2;2;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;4;4;4;79475;717;717;1;2;0.0040411;2.2267;0;0;0;0;0;2;2.1;0;0;0;0;238080;0;0;0;0;0;104030;134050;0;0;0;0
Q8TEA8;Q8TEA8;2;2;2;D-tyrosyl-tRNA(Tyr) deacylase 1;DTD1;>sp|Q8TEA8|DTD1_HUMAN D-tyrosyl-tRNA(Tyr) deacylase 1 OS=Homo sapiens GN=DTD1 PE=1 SV=2;1;2;2;2;1;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;1;1;1;0;11;11;11;23423;209;209;1;4;0.00021404;4.3032;7.2;0;0;0;0;0;0;3.8;7.2;7.2;0;2826000;1138300;0;0;0;0;0;0;190580;270320;1226800;0
Q8TED0;Q8TED0;6;6;6;U3 small nucleolar RNA-associated protein 15 homolog;UTP15;>sp|Q8TED0|UTP15_HUMAN U3 small nucleolar RNA-associated protein 15 homolog OS=Homo sapiens GN=UTP15 PE=1 SV=3;1;6;6;6;5;1;1;4;2;0;0;4;0;3;2;5;1;1;4;2;0;0;4;0;3;2;5;1;1;4;2;0;0;4;0;3;2;17;17;17;58414;518;518;1;23;0;24828;14.9;3.3;1.9;11;5.2;0;0;11;0;8.9;5.2;20779000;3280500;638500;58074;6466100;260110;0;0;3541100;0;4785400;1749300
Q8TED1;Q8TED1;2;2;2;Probable glutathione peroxidase 8;GPX8;>sp|Q8TED1|GPX8_HUMAN Probable glutathione peroxidase 8 OS=Homo sapiens GN=GPX8 PE=1 SV=2;1;2;2;2;1;1;0;0;0;2;0;0;0;0;0;1;1;0;0;0;2;0;0;0;0;0;1;1;0;0;0;2;0;0;0;0;0;10.5;10.5;10.5;23881;209;209;1;5;0.0040367;2.2215;5.3;5.3;0;0;0;10.5;0;0;0;0;0;3165300;362150;907820;0;0;0;1895300;0;0;0;0;0
Q8TEM1;Q8TEM1;27;27;27;Nuclear pore membrane glycoprotein 210;NUP210;>sp|Q8TEM1|PO210_HUMAN Nuclear pore membrane glycoprotein 210 OS=Homo sapiens GN=NUP210 PE=1 SV=3;1;27;27;27;15;6;2;14;0;4;4;17;7;6;6;15;6;2;14;0;4;4;17;7;6;6;15;6;2;14;0;4;4;17;7;6;6;18.8;18.8;18.8;205.11;1887;1887;1;91;0;93645;11.5;4.5;1;10.4;0;3;2.5;11.7;5;4.8;3.9;228760000;20256000;2901900;3798900;27498000;0;5081800;1039900;17540000;1882300;94377000;54380000
Q8TEQ6;Q8TEQ6;6;6;6;Gem-associated protein 5;GEMIN5;>sp|Q8TEQ6|GEMI5_HUMAN Gem-associated protein 5 OS=Homo sapiens GN=GEMIN5 PE=1 SV=3;1;6;6;6;4;1;1;1;1;0;1;2;0;3;0;4;1;1;1;1;0;1;2;0;3;0;4;1;1;1;1;0;1;2;0;3;0;6.2;6.2;6.2;168.59;1508;1508;1;15;0;66416;4;1.1;0.9;0.9;0.9;0;0.9;2.2;0;3.1;0;7607800;1698300;279480;77597;1321600;109590;0;212950;1098700;0;2809600;0
Q8TEQ8;Q8TEQ8;2;2;2;GPI ethanolamine phosphate transferase 3;PIGO;>sp|Q8TEQ8|PIGO_HUMAN GPI ethanolamine phosphate transferase 3 OS=Homo sapiens GN=PIGO PE=1 SV=3;1;2;2;2;0;1;1;0;1;0;0;2;1;0;1;0;1;1;0;1;0;0;2;1;0;1;0;1;1;0;1;0;0;2;1;0;1;2.7;2.7;2.7;118.7;1089;1089;1;9;0.0019286;2.9094;0;1.3;1.3;0;1.3;0;0;2.7;1.3;0;1.3;53101000;0;5199200;3129000;0;123620;0;0;38606000;3024600;0;3017800
Q8TEW0;Q8TEW0;1;1;1;Partitioning defective 3 homolog;PARD3;>sp|Q8TEW0|PARD3_HUMAN Partitioning defective 3 homolog OS=Homo sapiens GN=PARD3 PE=1 SV=2;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0.8;0.8;0.8;151.42;1356;1356;1;1;0.0011917;3.2283;0.8;0;0;0;0;0;0;0;0;0;0;216670;216670;0;0;0;0;0;0;0;0;0;0
Q8TEW8;Q8TEW8;2;2;2;Partitioning defective 3 homolog B;PARD3B;>sp|Q8TEW8|PAR3L_HUMAN Partitioning defective 3 homolog B OS=Homo sapiens GN=PARD3B PE=1 SV=2;1;2;2;2;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1.9;1.9;1.9;132.49;1205;1205;1;2;1;-2;0;0;0;0;0;0.8;0;0;0;1.1;0;5318700;0;0;0;0;0;167960;0;0;0;5150700;0
Q8TEX9;Q8TEX9;26;26;26;Importin-4;IPO4;>sp|Q8TEX9|IPO4_HUMAN Importin-4 OS=Homo sapiens GN=IPO4 PE=1 SV=2;1;26;26;26;8;11;4;11;7;2;0;21;4;6;6;8;11;4;11;7;2;0;21;4;6;6;8;11;4;11;7;2;0;21;4;6;6;30.3;30.3;30.3;118.71;1081;1081;1;99;0;106.63;11;12.1;4.8;15.1;8.1;2.4;0;23.4;4.7;8.4;7.3;102660000;6899900;10542000;383520;32780000;1156800;412300;0;35089000;1044000;11465000;2891500
Q8TF05;Q8TF05;4;4;4;Serine/threonine-protein phosphatase 4 regulatory subunit 1;PPP4R1;>sp|Q8TF05|PP4R1_HUMAN Serine/threonine-protein phosphatase 4 regulatory subunit 1 OS=Homo sapiens GN=PPP4R1 PE=1 SV=1;1;4;4;4;1;2;1;0;0;1;1;3;2;1;2;1;2;1;0;0;1;1;3;2;1;2;1;2;1;0;0;1;1;3;2;1;2;5.9;5.9;5.9;107;950;950;1;15;0;20241;0.8;1.9;0.8;0;0;0.8;1.1;3.5;3.3;0.8;1.9;6731500;407290;1787400;9346.6;0;0;185060;0;1979500;559130;451020;1352700
Q8TF65;Q8TF65;5;4;4;PDZ domain-containing protein GIPC2;GIPC2;>sp|Q8TF65|GIPC2_HUMAN PDZ domain-containing protein GIPC2 OS=Homo sapiens GN=GIPC2 PE=1 SV=1;1;5;4;4;0;1;0;0;1;1;1;1;4;1;1;0;1;0;0;1;1;1;1;3;1;1;0;1;0;0;1;1;1;1;3;1;1;25.1;19.7;19.7;34354;315;315;1;10;0;7.8279;0;4.8;0;0;7.6;7.6;7.6;7.6;20.3;7.6;7.6;5396100;0;113750;0;0;264740;241960;694240;521490;824130;1566400;1169300
Q8TF68;Q8TF68;2;2;2;Zinc finger protein 384;ZNF384;>sp|Q8TF68|ZN384_HUMAN Zinc finger protein 384 OS=Homo sapiens GN=ZNF384 PE=1 SV=2;1;2;2;2;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;1;1;0;1;5.9;5.9;5.9;63218;577;577;1;4;0;11632;4.3;0;0;0;0;0;0;1.6;4.3;0;4.3;2797100;667430;0;0;0;0;0;0;441080;131720;0;1556900
Q8TF72;Q8TF72;2;2;1;Protein Shroom3;SHROOM3;>sp|Q8TF72|SHRM3_HUMAN Protein Shroom3 OS=Homo sapiens GN=SHROOM3 PE=1 SV=2;1;2;2;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1.1;1.1;0.6;216.85;1996;1996;1;2;0.003016;2.59;0;0;0;0;0;0;0.6;0;0;0.6;0;1005900;0;0;0;0;0;0;74338;0;0;931540;0
Q8WTS6;Q8WTS6;1;1;1;Histone-lysine N-methyltransferase SETD7;SETD7;>sp|Q8WTS6|SETD7_HUMAN Histone-lysine N-methyltransferase SETD7 OS=Homo sapiens GN=SETD7 PE=1 SV=1;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;2.2;2.2;2.2;40.72;366;366;1;3;0.0048993;2.0812;2.2;2.2;0;0;0;0;0;2.2;0;0;0;651960;37679;253190;0;0;0;0;0;361100;0;0;0
Q8WTT2;Q8WTT2;8;8;8;Nucleolar complex protein 3 homolog;NOC3L;>sp|Q8WTT2|NOC3L_HUMAN Nucleolar complex protein 3 homolog OS=Homo sapiens GN=NOC3L PE=1 SV=1;1;8;8;8;3;1;1;4;1;0;1;1;1;1;1;3;1;1;4;1;0;1;1;1;1;1;3;1;1;4;1;0;1;1;1;1;1;14.6;14.6;14.6;92547;800;800;1;16;0;16452;6;2.9;1.6;9.5;1.6;0;0.9;2.9;1.4;1.9;1.6;17880000;2522400;1089600;80461;9899300;129730;0;1880600;1385000;34839;481580;376130
Q8WTV0;Q8WTV0;3;3;3;Scavenger receptor class B member 1;SCARB1;>sp|Q8WTV0|SCRB1_HUMAN Scavenger receptor class B member 1 OS=Homo sapiens GN=SCARB1 PE=1 SV=1;1;3;3;3;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;6;6;6;60877;552;552;1;3;0.00020912;3.8749;6;0;0;0;0;0;0;0;0;0;0;1338200;1338200;0;0;0;0;0;0;0;0;0;0
Q8WTW3;Q8WTW3;12;12;12;Conserved oligomeric Golgi complex subunit 1;COG1;>sp|Q8WTW3|COG1_HUMAN Conserved oligomeric Golgi complex subunit 1 OS=Homo sapiens GN=COG1 PE=1 SV=1;1;12;12;12;2;3;0;7;1;2;3;3;6;4;0;2;3;0;7;1;2;3;3;6;4;0;2;3;0;7;1;2;3;3;6;4;0;18;18;18;108.98;980;980;1;32;0;74998;2.7;2.7;0;10.1;1.5;3.3;3.7;3.2;9.7;6.2;0;9398100;331110;328200;0;5434500;14307;425830;600260;506590;899620;857750;0
Q8WU39;Q8WU39;7;7;7;Marginal zone B- and B1-cell-specific protein;MZB1;>sp|Q8WU39|MZB1_HUMAN Marginal zone B- and B1-cell-specific protein OS=Homo sapiens GN=MZB1 PE=1 SV=1;1;7;7;7;3;7;1;0;1;2;6;4;7;5;3;3;7;1;0;1;2;6;4;7;5;3;3;7;1;0;1;2;6;4;7;5;3;65.6;65.6;65.6;20694;189;189;1;76;0;105.5;22.8;65.6;6.3;0;6.9;13.2;52.4;27;65.6;40.7;17.5;212790000;7120900;64653000;82651;0;60559;530830;97079000;3662900;22113000;13043000;4443300
Q8WU76;Q8WU76;4;4;4;Sec1 family domain-containing protein 2;SCFD2;>sp|Q8WU76|SCFD2_HUMAN Sec1 family domain-containing protein 2 OS=Homo sapiens GN=SCFD2 PE=1 SV=2;1;4;4;4;0;0;0;0;3;0;0;2;0;0;2;0;0;0;0;3;0;0;2;0;0;2;0;0;0;0;3;0;0;2;0;0;2;7.6;7.6;7.6;75126;684;684;1;7;0;9.2214;0;0;0;0;6.4;0;0;2.6;0;0;3.8;1332100;0;0;0;0;238380;0;0;577880;0;0;515830
Q8WU79;Q8WU79;2;2;2;Stromal membrane-associated protein 2;SMAP2;>sp|Q8WU79|SMAP2_HUMAN Stromal membrane-associated protein 2 OS=Homo sapiens GN=SMAP2 PE=1 SV=1;1;2;2;2;0;2;0;0;0;0;0;2;1;1;0;0;2;0;0;0;0;0;2;1;1;0;0;2;0;0;0;0;0;2;1;1;0;5.6;5.6;5.6;46785;429;429;1;6;0.00020644;3.6798;0;5.6;0;0;0;0;0;5.6;3;3;0;3636900;0;1543100;0;0;0;0;0;1210300;224820;658790;0
Q8WU90;Q8WU90;10;10;10;Zinc finger CCCH domain-containing protein 15;ZC3H15;>sp|Q8WU90|ZC3HF_HUMAN Zinc finger CCCH domain-containing protein 15 OS=Homo sapiens GN=ZC3H15 PE=1 SV=1;1;10;10;10;5;5;0;6;4;3;1;7;3;1;4;5;5;0;6;4;3;1;7;3;1;4;5;5;0;6;4;3;1;7;3;1;4;24.6;24.6;24.6;48602;426;426;1;39;0;41982;11.7;13.8;0;16;11.3;7.3;2.1;20;9.2;3.3;9.4;36680000;3727000;4355100;0;11166000;1193400;695800;282190;6682900;761020;993950;6823000
Q8WUA2;Q8WUA2;3;3;3;Peptidyl-prolyl cis-trans isomerase-like 4;PPIL4;>sp|Q8WUA2|PPIL4_HUMAN Peptidyl-prolyl cis-trans isomerase-like 4 OS=Homo sapiens GN=PPIL4 PE=1 SV=1;1;3;3;3;0;0;0;1;1;1;0;0;1;2;0;0;0;0;1;1;1;0;0;1;2;0;0;0;0;1;1;1;0;0;1;2;0;9.3;9.3;9.3;57224;492;492;1;6;0.00022046;4.9169;0;0;0;3.5;2.6;3.3;0;0;2.6;6.7;0;2136900;0;0;0;724660;74703;322240;0;0;84835;930430;0
"Q8WUA7;Q9NU19";Q8WUA7;"3;1";"3;1";"3;1";TBC1 domain family member 22A;TBC1D22A;>sp|Q8WUA7|TB22A_HUMAN TBC1 domain family member 22A OS=Homo sapiens GN=TBC1D22A PE=1 SV=2;2;3;3;3;0;1;0;0;0;0;0;3;3;0;0;0;1;0;0;0;0;0;3;3;0;0;0;1;0;0;0;0;0;3;3;0;0;5.2;5.2;5.2;59.12;517;"517;505";1;7;0;5.1289;0;2.3;0;0;0;0;0;5.2;5.2;0;0;1686900;0;337850;0;0;0;0;0;938920;410090;0;0
Q8WUD1;Q8WUD1;9;1;1;Ras-related protein Rab-2B;RAB2B;>sp|Q8WUD1|RAB2B_HUMAN Ras-related protein Rab-2B OS=Homo sapiens GN=RAB2B PE=1 SV=1;1;9;1;1;6;7;3;6;4;4;6;4;6;2;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;42.1;6.5;6.5;24214;216;216;1;1;1;-2;35.2;35.6;17.1;29.6;22.2;24.5;36.6;22.7;30.1;11.1;27.8;180340;0;0;0;0;0;0;180340;0;0;0;0
Q8WUD4;Q8WUD4;2;2;2;Coiled-coil domain-containing protein 12;CCDC12;>sp|Q8WUD4|CCD12_HUMAN Coiled-coil domain-containing protein 12 OS=Homo sapiens GN=CCDC12 PE=1 SV=1;1;2;2;2;0;0;0;0;1;0;0;2;1;1;1;0;0;0;0;1;0;0;2;1;1;1;0;0;0;0;1;0;0;2;1;1;1;26.5;26.5;26.5;19181;166;166;1;6;0.0002208;4.9397;0;0;0;0;11.4;0;0;26.5;11.4;15.1;11.4;1710400;0;0;0;0;120650;0;0;945370;123270;225090;296040
Q8WUD6;Q8WUD6;2;2;2;Cholinephosphotransferase 1;CHPT1;>sp|Q8WUD6|CHPT1_HUMAN Cholinephosphotransferase 1 OS=Homo sapiens GN=CHPT1 PE=1 SV=1;1;2;2;2;0;1;0;0;1;0;0;1;1;0;1;0;1;0;0;1;0;0;1;1;0;1;0;1;0;0;1;0;0;1;1;0;1;5.7;5.7;5.7;45096;406;406;1;5;0;8.4409;0;2.7;0;0;2.7;0;0;2.7;3;0;2.7;2060200;0;111650;0;0;75613;0;0;267350;1104800;0;500780
Q8WUF5;Q8WUF5;4;4;4;RelA-associated inhibitor;PPP1R13L;>sp|Q8WUF5|IASPP_HUMAN RelA-associated inhibitor OS=Homo sapiens GN=PPP1R13L PE=1 SV=4;1;4;4;4;1;0;2;1;0;1;1;1;1;1;1;1;0;2;1;0;1;1;1;1;1;1;1;0;2;1;0;1;1;1;1;1;1;7.4;7.4;7.4;89.09;828;828;1;12;0;7.4466;1.6;0;3;1.6;0;1.6;1.6;1.6;1.6;1.6;2.8;167090000;25409000;0;3483500;16931000;0;62165000;11164000;396570;2314600;44673000;550050
Q8WUH6;Q8WUH6;4;4;4;Transmembrane protein 263;TMEM263;>sp|Q8WUH6|TM263_HUMAN Transmembrane protein 263 OS=Homo sapiens GN=TMEM263 PE=1 SV=1;1;4;4;4;1;2;0;2;1;1;0;1;2;0;1;1;2;0;2;1;1;0;1;2;0;1;1;2;0;2;1;1;0;1;2;0;1;57.8;57.8;57.8;11748;116;116;1;12;0;11208;8.6;22.4;0;31;8.6;8.6;0;8.6;26.7;0;8.6;5955500;545490;642950;0;3161500;388220;344650;0;420300;452370;0;0
Q8WUI4;Q8WUI4;2;2;2;Histone deacetylase 7;HDAC7;>sp|Q8WUI4|HDAC7_HUMAN Histone deacetylase 7 OS=Homo sapiens GN=HDAC7 PE=1 SV=2;1;2;2;2;2;2;0;0;1;0;0;1;0;1;0;2;2;0;0;1;0;0;1;0;1;0;2;2;0;0;1;0;0;1;0;1;0;1.8;1.8;1.8;102.93;952;952;1;12;0.0049207;2.1404;1.8;1.8;0;0;0.7;0;0;0.7;0;0.7;0;5324400;2510200;1126000;0;0;89582;0;0;1038600;0;560020;0
Q8WUJ3;Q8WUJ3;2;2;2;Cell migration-inducing and hyaluronan-binding protein;CEMIP;>sp|Q8WUJ3|CEMIP_HUMAN Cell migration-inducing and hyaluronan-binding protein OS=Homo sapiens GN=CEMIP PE=1 SV=2;1;2;2;2;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;2;0;1.8;1.8;1.8;153;1361;1361;1;3;0.0021065;2804;0;0;0;0;0.8;0;0;0;0;1.8;0;930150;0;0;0;0;22686;0;0;0;0;907460;0
Q8WUK0;Q8WUK0;4;4;4;Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1;PTPMT1;>sp|Q8WUK0|PTPM1_HUMAN Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1 OS=Homo sapiens GN=PTPMT1 PE=1 SV=1;1;4;4;4;1;2;0;0;1;0;0;0;3;1;0;1;2;0;0;1;0;0;0;3;1;0;1;2;0;0;1;0;0;0;3;1;0;22.4;22.4;22.4;22843;201;201;1;8;0;6.8419;6.5;10;0;0;6.5;0;0;0;18.9;6.5;0;5528000;995680;1136000;0;0;474360;0;0;0;1127600;1794300;0
Q8WUM0;Q8WUM0;23;23;23;Nuclear pore complex protein Nup133;NUP133;>sp|Q8WUM0|NU133_HUMAN Nuclear pore complex protein Nup133 OS=Homo sapiens GN=NUP133 PE=1 SV=2;1;23;23;23;4;3;1;5;6;0;0;17;8;3;8;4;3;1;5;6;0;0;17;8;3;8;4;3;1;5;6;0;0;17;8;3;8;24.9;24.9;24.9;128.98;1156;1156;1;56;0;78302;6.3;3.9;1.7;6.1;6;0;0;17.1;9;2.9;9.6;33022000;2693600;1731700;41329;4795000;1136700;0;0;13651000;2594400;1685000;4692900
Q8WUM4;Q8WUM4;46;46;46;Programmed cell death 6-interacting protein;PDCD6IP;>sp|Q8WUM4|PDC6I_HUMAN Programmed cell death 6-interacting protein OS=Homo sapiens GN=PDCD6IP PE=1 SV=1;1;46;46;46;24;34;12;31;27;28;27;30;25;29;23;24;34;12;31;27;28;27;30;25;29;23;24;34;12;31;27;28;27;30;25;29;23;58.3;58.3;58.3;96022;868;868;1;415;0;323.31;36.8;48.2;13.7;47.5;36.9;41.8;38.6;42.1;36.8;43.2;31.6;877000000;71206000;126950000;5480700;243310000;30151000;52721000;62160000;87018000;28140000;107700000;62171000
Q8WUP2;Q8WUP2;5;5;5;Filamin-binding LIM protein 1;FBLIM1;>sp|Q8WUP2|FBLI1_HUMAN Filamin-binding LIM protein 1 OS=Homo sapiens GN=FBLIM1 PE=1 SV=2;1;5;5;5;1;4;1;4;3;4;2;2;3;2;1;1;4;1;4;3;4;2;2;3;2;1;1;4;1;4;3;4;2;2;3;2;1;21.4;21.4;21.4;40669;373;373;1;31;0;20128;4.8;18;4.8;18;13.7;18;8.8;9.7;12.3;9.7;4.8;37274000;520210;8976600;164160;10605000;1489800;4862600;1902900;2531300;999570;4176500;1045500
Q8WUQ7;Q8WUQ7;2;2;2;Cactin;CACTIN;>sp|Q8WUQ7|CATIN_HUMAN Cactin OS=Homo sapiens GN=CACTIN PE=1 SV=3;1;2;2;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;3.6;3.6;3.6;88701;758;758;1;2;0;9.3453;0;0;0;0;0;0;0;1.6;2;0;0;168690;0;0;0;0;0;0;0;168690;0;0;0
Q8WUW1;Q8WUW1;3;3;3;Protein BRICK1;BRK1;>sp|Q8WUW1|BRK1_HUMAN Protein BRICK1 OS=Homo sapiens GN=BRK1 PE=1 SV=1;1;3;3;3;1;2;0;1;0;1;2;2;1;0;1;1;2;0;1;0;1;2;2;1;0;1;1;2;0;1;0;1;2;2;1;0;1;42.7;42.7;42.7;8.7448;75;75;1;16;0;28735;17.3;32;0;17.3;0;17.3;32;28;14.7;0;14.7;10310000;1170700;1862200;0;801180;0;1267700;1979800;2311900;279590;0;636930
